game_id,roster,game_type
2023020148,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;STEFAN NOESEN;SETH JARVIS;ANDREI SVECHNIKOV;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;FREDERIK ANDERSEN;ANTTI RAANTA",away
2023020167,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;ANDREI SVECHNIKOV;JORDAN MARTINOOK;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;FREDERIK ANDERSEN;ANTTI RAANTA",away
2023020205,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;ANDREI SVECHNIKOV;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020214,"DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;ANDREI SVECHNIKOV;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020328,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020377,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;ANDREI SVECHNIKOV;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020391,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;ANDREI SVECHNIKOV;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020401,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020419,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020433,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
