game_id,roster,game_type
2023020505,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;CASEY DESMITH;THATCHER DEMKO",away
2023020596,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;LINUS KARLSSON;CASEY DESMITH;THATCHER DEMKO",away
2023020611,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020621,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020628,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;NILS AMAN;NIKITA ZADOROV;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020643,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020654,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020673,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020785,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;ELIAS LINDHOLM;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;CASEY DESMITH;THATCHER DEMKO",away
2023020794,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;ELIAS LINDHOLM;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;CASEY DESMITH;THATCHER DEMKO",away
